loan_id,sector,initial_rating,ead,Actual_Default,Predicted_Default,Risk_Score_Percent
L028206,Financials,BB,1572331.3,0.0,1.0,70.89
L015628,Retail,B,239366.86,0.0,1.0,70.88
L044861,Technology,BB,309437.38,0.0,1.0,70.87
L002950,Utilities,B,746345.22,0.0,1.0,70.85
L001129,Technology,BB,130442.04,0.0,1.0,70.84
L023463,Energy,CCC,250715.7,1.0,1.0,70.83
L007568,Industrials,BB,4711631.71,0.0,1.0,70.71
L007200,Industrials,BB,3083960.84,0.0,1.0,70.69
L024338,Technology,BB,1618217.62,1.0,1.0,70.61
L021436,Industrials,BB,1050325.29,0.0,1.0,70.59
L024738,Energy,CCC,2638443.13,0.0,1.0,70.58
L009164,Utilities,AA,4168497.34,0.0,1.0,70.56
L014237,Financials,BBB,3955978.24,0.0,1.0,70.53
L013165,Financials,BB,4751793.39,0.0,1.0,70.49
L034582,Technology,CCC,343350.14,0.0,1.0,70.49
L023486,Retail,BB,50000.0,0.0,1.0,70.48
L049850,Industrials,BB,2261662.78,0.0,1.0,70.47
L027929,Retail,CCC,57930.25,0.0,1.0,70.45
L001585,Telecom,BB,365452.96,0.0,1.0,70.43
L036086,Energy,BB,2503437.59,0.0,1.0,70.36
L046466,Financials,BB,255363.74,1.0,1.0,70.36
L008000,Industrials,BB,11889862.21,0.0,1.0,70.34
L032547,Consumer,B,1031707.93,0.0,1.0,70.33
L002905,Consumer,BB,271252.08,0.0,1.0,70.32
L038733,Retail,CCC,129229.53,1.0,1.0,70.32
L025025,Industrials,B,1841027.44,0.0,1.0,70.3
L028053,Industrials,BB,949288.27,0.0,1.0,70.27
L007274,Retail,BBB,208361.94,0.0,1.0,70.25
L012630,Industrials,BBB,2891450.4,0.0,1.0,70.23
L032314,Telecom,BB,1142779.79,0.0,1.0,70.19
L041699,Utilities,B,2407300.64,0.0,1.0,70.18
L040071,Retail,BB,918861.92,0.0,1.0,70.18
L033732,Utilities,BBB,86514.81,0.0,1.0,70.15
L043687,Consumer,BB,446926.28,0.0,1.0,70.02
L012320,Industrials,BB,2237751.35,0.0,1.0,69.97
L022922,Energy,BB,14010386.06,0.0,1.0,69.95
L000605,Retail,BBB,567248.72,0.0,1.0,69.94
L040369,Industrials,B,778212.26,0.0,1.0,69.93
L007346,Energy,BB,1960349.89,0.0,1.0,69.9
L010714,Utilities,B,3745881.14,0.0,1.0,69.85
L023729,Utilities,CCC,2184636.71,1.0,1.0,69.83
L046765,Healthcare,CCC,1113921.55,0.0,1.0,69.79
L049944,Energy,CCC,3450782.37,0.0,1.0,69.79
L004376,Real_Estate,B,1643632.39,0.0,1.0,69.78
L044399,Retail,BB,121551.01,0.0,1.0,69.76
L032767,Financials,BB,1301034.42,0.0,1.0,69.73
L036018,Energy,A,3034005.59,0.0,1.0,69.73
L024602,Retail,BBB,8612756.89,0.0,1.0,69.72
L020076,Utilities,BB,2468843.76,1.0,1.0,69.7
L048829,Consumer,BB,270924.54,0.0,1.0,69.68
L029522,Telecom,BB,239483.89,0.0,1.0,69.66
L012155,Real_Estate,BB,3251995.65,0.0,1.0,69.65
L029365,Consumer,BB,194428.14,0.0,1.0,69.64
L033569,Consumer,BB,950403.54,0.0,1.0,69.63
L013540,Telecom,BB,3876753.8,0.0,1.0,69.61
L009039,Real_Estate,BB,1961375.85,0.0,1.0,69.54
L020013,Real_Estate,BBB,4942220.24,0.0,1.0,69.52
L002420,Retail,BB,290888.28,0.0,1.0,69.5
L028888,Industrials,CCC,1676153.49,1.0,1.0,69.47
L009945,Retail,B,648707.32,0.0,1.0,69.47
L025814,Industrials,BB,726341.3,0.0,1.0,69.47
L010152,Financials,BB,3072867.64,0.0,1.0,69.47
L033424,Consumer,BB,780025.44,1.0,1.0,69.45
L008512,Telecom,A,3573701.65,0.0,1.0,69.44
L019738,Utilities,CCC,1647456.76,1.0,1.0,69.42
L034375,Technology,CCC,507935.11,0.0,1.0,69.36
L015432,Technology,CCC,10987710.06,0.0,1.0,69.35
L000439,Consumer,BB,823018.19,0.0,1.0,69.34
L037761,Industrials,BB,1829364.8,0.0,1.0,69.32
L005632,Energy,BB,7028254.92,0.0,1.0,69.29
L007724,Retail,BB,169241.85,0.0,1.0,69.21
L042021,Retail,BB,1515932.68,0.0,1.0,69.2
L005720,Financials,BB,1901160.8,1.0,1.0,69.17
L007148,Industrials,BB,1078001.7,0.0,1.0,69.16
L027159,Industrials,BB,4874556.53,0.0,1.0,69.15
L004201,Real_Estate,BB,19476082.95,0.0,1.0,69.13
L003619,Technology,BB,1785084.52,1.0,1.0,69.11
L035853,Industrials,CCC,649698.37,0.0,1.0,69.08
L010573,Consumer,CCC,1844007.95,1.0,1.0,69.07
L022935,Financials,BB,897350.54,0.0,1.0,69.0
L046477,Consumer,BB,2174139.09,0.0,1.0,68.97
L001686,Financials,BB,6005705.75,0.0,1.0,68.96
L025254,Retail,BB,863826.56,0.0,1.0,68.96
L008823,Industrials,CCC,185720.9,1.0,1.0,68.94
L047535,Retail,B,1385788.61,0.0,1.0,68.86
L001667,Retail,BBB,103614.27,0.0,1.0,68.84
L031213,Consumer,A,69252.06,0.0,1.0,68.79
L031658,Energy,CCC,255821.13,0.0,1.0,68.78
L041243,Utilities,BB,660667.94,0.0,1.0,68.77
L017585,Industrials,CCC,63703.31,0.0,1.0,68.76
L009309,Healthcare,CCC,768042.04,0.0,1.0,68.7
L015357,Financials,CCC,2195373.31,1.0,1.0,68.7
L040159,Technology,B,522995.07,0.0,1.0,68.68
L036456,Telecom,BB,1116873.34,0.0,1.0,68.66
L042018,Real_Estate,CCC,17320621.36,0.0,1.0,68.66
L015556,Technology,BB,487493.2,0.0,1.0,68.63
L047288,Financials,BB,11472886.34,0.0,1.0,68.6
L029996,Healthcare,BB,396328.84,0.0,1.0,68.59
L044241,Real_Estate,BB,2624719.95,1.0,1.0,68.57
L042327,Real_Estate,BB,848162.7,0.0,1.0,68.53
L012576,Industrials,B,235307.58,1.0,1.0,68.5
L001233,Technology,CCC,2575162.24,0.0,1.0,68.49
L027799,Healthcare,CCC,1046253.6,1.0,1.0,68.38
L035301,Consumer,A,171647.67,0.0,1.0,68.37
L032138,Real_Estate,BB,355487.34,0.0,1.0,68.33
L038345,Consumer,BB,680075.63,1.0,1.0,68.33
L002100,Retail,BB,74131.88,0.0,1.0,68.32
L002325,Real_Estate,BB,877707.33,0.0,1.0,68.3
L038782,Retail,BB,50000.0,0.0,1.0,68.3
L027835,Real_Estate,BB,1326731.9,1.0,1.0,68.29
L028808,Real_Estate,BB,12042149.09,0.0,1.0,68.26
L015025,Financials,B,9794545.15,0.0,1.0,68.25
L021774,Consumer,BB,724376.76,0.0,1.0,68.23
L037310,Financials,A,16152994.92,0.0,1.0,68.21
L047073,Real_Estate,BB,127977.99,1.0,1.0,68.2
L012143,Energy,BBB,2658012.59,0.0,1.0,68.2
L002838,Telecom,CCC,5002553.05,0.0,1.0,68.18
L029254,Energy,BBB,5048862.87,1.0,1.0,68.14
L039481,Healthcare,BB,1233752.07,0.0,1.0,68.1
L045143,Utilities,B,3037443.16,1.0,1.0,68.09
L029748,Industrials,BB,2555415.76,0.0,1.0,68.01
L037571,Consumer,BB,2955278.48,0.0,1.0,68.01
L005805,Industrials,BB,5693200.13,0.0,1.0,67.99
L006358,Financials,BB,3306695.18,0.0,1.0,67.99
L002054,Telecom,BB,2277321.82,0.0,1.0,67.98
L005336,Retail,CCC,289905.43,1.0,1.0,67.97
L028939,Healthcare,B,10701692.88,1.0,1.0,67.95
L038433,Retail,CCC,295146.67,0.0,1.0,67.93
L035325,Technology,BB,1887256.11,0.0,1.0,67.87
L033501,Technology,BB,1322204.53,0.0,1.0,67.85
L001304,Telecom,BB,1651667.57,0.0,1.0,67.85
L019235,Industrials,BB,5275683.4,0.0,1.0,67.79
L024470,Retail,BB,57976.0,0.0,1.0,67.79
L040381,Healthcare,BBB,460761.7,0.0,1.0,67.77
L015463,Financials,BB,8352466.54,0.0,1.0,67.76
L017582,Retail,A,371379.42,0.0,1.0,67.7
L017482,Industrials,BB,2719126.65,0.0,1.0,67.68
L039858,Financials,A,14049642.7,0.0,1.0,67.68
L001300,Financials,BB,8455262.37,0.0,1.0,67.68
L037757,Financials,BB,276720.61,1.0,1.0,67.65
L030471,Technology,BB,2754637.57,0.0,1.0,67.65
L028563,Industrials,BB,178882.7,0.0,1.0,67.6
L006413,Healthcare,B,498251.25,1.0,1.0,67.55
L026980,Retail,BB,102932.23,1.0,1.0,67.53
L028902,Real_Estate,BB,4612312.86,0.0,1.0,67.51
L003867,Energy,BB,2537974.68,0.0,1.0,67.47
L032007,Energy,BB,613047.06,0.0,1.0,67.47
L043593,Industrials,AA,1003436.32,1.0,1.0,67.46
L032373,Utilities,BB,1222118.61,0.0,1.0,67.46
L000385,Industrials,CCC,7274672.91,0.0,1.0,67.45
L031646,Healthcare,BBB,2980170.91,0.0,1.0,67.45
L000643,Industrials,BB,4598462.62,0.0,1.0,67.43
L021718,Utilities,BB,449367.55,0.0,1.0,67.41
L007460,Financials,BB,3261701.42,0.0,1.0,67.4
L020253,Energy,BB,146185.8,0.0,1.0,67.4
L012863,Technology,BB,164812.59,1.0,1.0,67.39
L026023,Retail,BB,911311.23,1.0,1.0,67.39
L006649,Real_Estate,A,505542.1,0.0,1.0,67.36
L033409,Financials,B,695446.49,0.0,1.0,67.32
L003463,Industrials,BB,2385751.22,0.0,1.0,67.3
L035599,Utilities,B,1262716.26,0.0,1.0,67.29
L045253,Technology,CCC,2135880.98,0.0,1.0,67.29
L017280,Industrials,BBB,8904290.84,0.0,1.0,67.28
L018304,Real_Estate,BB,1611373.67,0.0,1.0,67.27
L040021,Financials,BB,21738267.46,1.0,1.0,67.25
L024430,Retail,B,177738.97,0.0,1.0,67.24
L005750,Energy,CCC,1972115.87,0.0,1.0,67.22
L026252,Industrials,CCC,282647.83,0.0,1.0,67.21
L024505,Energy,BB,2164508.71,1.0,1.0,67.2
L024489,Retail,BB,2286948.22,1.0,1.0,67.19
L015012,Energy,CCC,1393247.83,0.0,1.0,67.17
L032266,Real_Estate,BB,525139.84,0.0,1.0,67.17
L012256,Healthcare,CCC,5678020.92,0.0,1.0,67.14
L001830,Consumer,BB,368796.03,0.0,1.0,67.14
L023948,Financials,BB,12092525.2,0.0,1.0,67.14
L005579,Real_Estate,BB,2163813.33,1.0,1.0,67.09
L037367,Real_Estate,BB,5047136.29,0.0,1.0,67.08
L048681,Financials,BB,3281735.37,1.0,1.0,67.07
L005775,Industrials,BB,1387205.27,0.0,1.0,67.05
L004927,Industrials,AA,1746536.16,0.0,1.0,67.05
L025497,Utilities,BB,2530960.09,0.0,1.0,67.02
L009466,Real_Estate,BB,866834.63,0.0,1.0,67.02
L003893,Real_Estate,CCC,2697698.0,1.0,1.0,66.98
L029219,Utilities,B,15340505.75,1.0,1.0,66.98
L000812,Energy,CCC,1618720.01,0.0,1.0,66.98
L039698,Technology,BB,1757672.86,0.0,1.0,66.96
L026002,Real_Estate,CCC,830977.13,1.0,1.0,66.94
L046601,Retail,B,198394.09,0.0,1.0,66.93
L002779,Industrials,A,2336817.77,1.0,1.0,66.91
L038509,Financials,BB,10313952.49,1.0,1.0,66.88
L029075,Utilities,B,782579.15,0.0,1.0,66.88
L035526,Technology,BB,847789.63,1.0,1.0,66.86
L029656,Real_Estate,BBB,1621632.14,0.0,1.0,66.86
L035795,Telecom,BB,154688.16,0.0,1.0,66.85
L039026,Financials,AAA,7873919.94,0.0,1.0,66.84
L045345,Energy,BB,1755959.34,0.0,1.0,66.83
L009177,Real_Estate,BB,1319678.04,0.0,1.0,66.82
L043587,Retail,BB,835107.17,0.0,1.0,66.81
L013352,Healthcare,BB,1445498.41,0.0,1.0,66.79
L035874,Retail,BB,1802463.21,0.0,1.0,66.78
L032451,Financials,BB,35327113.52,0.0,1.0,66.71
L021572,Utilities,BB,4618762.6,0.0,1.0,66.68
L004402,Telecom,BB,2368822.35,0.0,1.0,66.65
L043486,Utilities,BB,399161.11,0.0,1.0,66.63
L040315,Utilities,BB,2818415.11,0.0,1.0,66.62
L014317,Energy,BB,1668956.47,0.0,1.0,66.61
L031667,Consumer,BB,1358924.93,0.0,1.0,66.6
L018216,Industrials,BBB,657636.87,0.0,1.0,66.58
L008028,Energy,BB,7877113.45,0.0,1.0,66.57
L035444,Retail,BB,969067.75,0.0,1.0,66.52
L006094,Energy,B,460953.66,0.0,1.0,66.51
L030658,Financials,BB,544243.49,0.0,1.0,66.49
L002249,Telecom,BB,3350162.6,0.0,1.0,66.48
L015159,Industrials,BB,648556.04,0.0,1.0,66.45
L013305,Financials,CCC,7904717.94,1.0,1.0,66.41
L031417,Energy,BB,11885923.25,1.0,1.0,66.39
L027024,Real_Estate,BBB,1859421.69,0.0,1.0,66.39
L011087,Utilities,B,1068128.12,0.0,1.0,66.37
L004025,Consumer,BB,279953.01,0.0,1.0,66.31
L028990,Real_Estate,BB,1536809.38,1.0,1.0,66.31
L001535,Healthcare,BB,1330672.98,0.0,1.0,66.26
L046003,Technology,BB,2839620.48,0.0,1.0,66.24
L004849,Healthcare,AA,593634.44,1.0,1.0,66.24
L049244,Consumer,CCC,1544712.97,0.0,1.0,66.22
L038803,Financials,A,6358566.52,0.0,1.0,66.2
L021466,Telecom,CCC,186212.09,1.0,1.0,66.19
L018390,Technology,BB,357262.34,0.0,1.0,66.18
L041338,Healthcare,CCC,1123985.83,1.0,1.0,66.16
L023146,Consumer,BB,201297.44,0.0,1.0,66.15
L015438,Healthcare,BB,698026.64,0.0,1.0,66.12
L035890,Consumer,BBB,3699449.46,0.0,1.0,66.12
L043633,Real_Estate,BB,6694190.8,0.0,1.0,66.08
L009710,Technology,CCC,685516.28,0.0,1.0,66.08
L021567,Telecom,BB,1639347.68,0.0,1.0,66.08
L023144,Telecom,B,2659666.3,0.0,1.0,66.05
L019543,Telecom,BB,5090916.96,1.0,1.0,66.02
L002005,Energy,B,2350699.5,1.0,1.0,66.01
L016677,Industrials,BBB,5417110.58,0.0,1.0,65.97
L011078,Real_Estate,BB,19872621.22,0.0,1.0,65.96
L011055,Consumer,BB,1160903.65,0.0,1.0,65.95
L035294,Industrials,B,712314.66,1.0,1.0,65.93
L000229,Telecom,BB,3238765.54,0.0,1.0,65.92
L047100,Real_Estate,BB,2035433.5,0.0,1.0,65.86
L006170,Energy,BBB,5942643.22,0.0,1.0,65.8
L037068,Real_Estate,BB,11469239.99,1.0,1.0,65.8
L043381,Retail,B,1565425.57,0.0,1.0,65.78
L006850,Healthcare,BB,1124367.17,0.0,1.0,65.76
L027224,Industrials,A,890289.08,0.0,1.0,65.7
L032502,Technology,BB,472553.4,0.0,1.0,65.69
L007695,Healthcare,BB,10676090.51,0.0,1.0,65.67
L019176,Industrials,BB,328029.83,1.0,1.0,65.65
L017295,Utilities,A,2298963.97,0.0,1.0,65.64
L010169,Financials,BB,490389.08,0.0,1.0,65.64
L049716,Energy,BB,1075616.83,1.0,1.0,65.6
L046862,Telecom,BB,295110.2,0.0,1.0,65.57
L013231,Real_Estate,BB,352865.14,0.0,1.0,65.49
L020784,Telecom,BB,7545541.73,0.0,1.0,65.49
L004041,Real_Estate,BB,7433384.05,1.0,1.0,65.48
L034528,Consumer,B,2561867.39,1.0,1.0,65.47
L028788,Energy,BB,3304721.1,0.0,1.0,65.47
L045961,Financials,BBB,39622205.23,0.0,1.0,65.41
L013202,Energy,BB,3672882.0,0.0,1.0,65.37
L037394,Consumer,AA,50000.0,0.0,1.0,65.37
L023798,Real_Estate,BB,13559079.65,0.0,1.0,65.36
L014982,Energy,CCC,259934.27,1.0,1.0,65.34
L021521,Utilities,BBB,9246760.07,0.0,1.0,65.3
L003319,Real_Estate,CCC,3007516.73,1.0,1.0,65.28
L003923,Retail,BB,63327.72,0.0,1.0,65.27
L003678,Healthcare,CCC,1668793.69,1.0,1.0,65.26
L031979,Utilities,BB,9223059.67,0.0,1.0,65.24
L046454,Energy,CCC,3147691.73,0.0,1.0,65.23
L033784,Utilities,BB,478212.36,0.0,1.0,65.22
L027867,Financials,BB,6249771.69,1.0,1.0,65.2
L043733,Financials,B,7618488.91,1.0,1.0,65.19
L007492,Industrials,BB,415531.3,0.0,1.0,65.18
L010045,Technology,A,6315983.62,0.0,1.0,65.18
L047725,Utilities,CCC,11280969.65,0.0,1.0,65.18
L018629,Financials,BB,4551423.06,0.0,1.0,65.16
L020978,Telecom,BBB,2532723.79,0.0,1.0,65.16
L006633,Utilities,B,3067738.04,0.0,1.0,65.15
L004513,Real_Estate,CCC,14401829.21,1.0,1.0,65.14
L020270,Real_Estate,CCC,42800300.11,0.0,1.0,65.12
L038937,Industrials,BB,5349175.83,0.0,1.0,65.11
L003176,Industrials,BBB,2980035.97,0.0,1.0,65.1
L047132,Real_Estate,CCC,6812986.57,0.0,1.0,65.09
L024661,Industrials,BBB,187126.05,0.0,1.0,65.04
L043837,Retail,BBB,50000.0,0.0,1.0,65.02
L013949,Real_Estate,BB,2426418.13,0.0,1.0,65.0
L021208,Utilities,BB,2154504.71,0.0,1.0,64.99
L020125,Financials,BB,11015465.71,0.0,1.0,64.98
L019338,Technology,B,8306203.58,0.0,1.0,64.97
L008791,Financials,BBB,2059303.24,0.0,1.0,64.97
L000961,Energy,BB,4937515.32,1.0,1.0,64.94
L026447,Financials,BB,471032.86,0.0,1.0,64.93
L012357,Technology,BB,13555476.82,1.0,1.0,64.92
L041027,Retail,A,434114.31,0.0,1.0,64.9
L028535,Telecom,BB,1137426.34,0.0,1.0,64.87
L038542,Energy,BB,9720073.97,1.0,1.0,64.87
L016177,Retail,BB,1112941.58,0.0,1.0,64.84
L014715,Healthcare,CCC,168394.47,0.0,1.0,64.83
L017659,Utilities,A,2951880.36,0.0,1.0,64.81
L038093,Retail,BB,380695.9,0.0,1.0,64.81
L020614,Real_Estate,BB,934499.37,0.0,1.0,64.8
L008605,Healthcare,B,2488176.23,0.0,1.0,64.75
L007314,Financials,BB,2820563.74,0.0,1.0,64.74
L001091,Energy,BB,12476731.64,0.0,1.0,64.74
L039456,Financials,CCC,8435339.7,0.0,1.0,64.74
L033387,Energy,BB,2402147.26,0.0,1.0,64.69
L009701,Retail,BB,926420.03,0.0,1.0,64.68
L011683,Consumer,CCC,494020.77,0.0,1.0,64.67
L006738,Financials,B,4065736.84,1.0,1.0,64.67
L038501,Utilities,BB,6757143.08,0.0,1.0,64.63
L048551,Energy,BB,1370968.3,1.0,1.0,64.63
L008519,Retail,BB,259296.23,0.0,1.0,64.61
L049135,Financials,B,25753377.0,0.0,1.0,64.55
L004430,Retail,BB,323007.87,0.0,1.0,64.53
L007970,Industrials,BB,457031.07,0.0,1.0,64.52
L014595,Real_Estate,BB,1507646.61,0.0,1.0,64.51
L017370,Utilities,BB,4044888.07,0.0,1.0,64.51
L044323,Retail,BB,2026873.9,0.0,1.0,64.51
L045921,Retail,CCC,5926384.31,1.0,1.0,64.5
L012396,Utilities,BB,1353393.18,1.0,1.0,64.5
L017853,Financials,BB,18375469.58,0.0,1.0,64.49
L011716,Utilities,BB,9681263.62,0.0,1.0,64.46
L020810,Technology,CCC,1112741.08,0.0,1.0,64.44
L020440,Telecom,BB,10156412.12,0.0,1.0,64.43
L002336,Energy,BB,14968715.91,0.0,1.0,64.43
L017250,Healthcare,CCC,129659.02,1.0,1.0,64.42
L011330,Financials,BB,839063.16,1.0,1.0,64.4
L040646,Energy,BBB,2338529.88,0.0,1.0,64.39
L032667,Healthcare,CCC,207317.94,1.0,1.0,64.38
L007670,Consumer,BB,343143.93,0.0,1.0,64.37
L042465,Retail,BB,130933.03,0.0,1.0,64.36
L038313,Technology,BB,919300.29,0.0,1.0,64.35
L042939,Consumer,BB,50000.0,0.0,1.0,64.35
L048163,Industrials,BBB,2269717.05,0.0,1.0,64.33
L043798,Consumer,BB,257442.43,0.0,1.0,64.32
L034649,Financials,B,1707110.82,0.0,1.0,64.32
L017273,Real_Estate,B,2372553.05,0.0,1.0,64.31
L043987,Consumer,BBB,50000.0,1.0,1.0,64.28
L011895,Technology,BB,1474513.02,0.0,1.0,64.28
L034964,Utilities,BB,3778621.86,0.0,1.0,64.27
L021422,Utilities,BB,564087.59,0.0,1.0,64.25
L010745,Retail,CCC,266780.08,0.0,1.0,64.16
L036780,Telecom,BB,2275385.72,0.0,1.0,64.16
L036354,Telecom,B,3167041.93,0.0,1.0,64.08
L000097,Industrials,BBB,1060711.5,0.0,1.0,64.08
L004698,Technology,CCC,163665.49,0.0,1.0,64.07
L015868,Industrials,B,1050555.74,1.0,1.0,64.06
L045496,Financials,BB,2948971.72,0.0,1.0,64.05
L015493,Telecom,BB,1498372.37,0.0,1.0,64.01
L013546,Retail,BB,55832.46,0.0,1.0,64.0
L004279,Consumer,BB,66006.32,0.0,1.0,64.0
L011045,Energy,A,2825701.09,0.0,1.0,63.95
L019038,Healthcare,CCC,254320.75,1.0,1.0,63.95
L048272,Utilities,BB,621743.97,0.0,1.0,63.93
L034791,Real_Estate,B,3632462.37,1.0,1.0,63.91
L034487,Telecom,BB,477921.63,0.0,1.0,63.88
L023319,Utilities,AA,1059327.49,0.0,1.0,63.88
L008997,Technology,BB,2348512.02,0.0,1.0,63.87
L005785,Telecom,BB,778937.88,0.0,1.0,63.83
L008899,Real_Estate,A,1017051.96,0.0,1.0,63.81
L011100,Real_Estate,A,202440.89,0.0,1.0,63.8
L020249,Utilities,CCC,40599258.32,0.0,1.0,63.8
L043771,Financials,BB,3167504.24,0.0,1.0,63.79
L024208,Utilities,BBB,11244169.03,0.0,1.0,63.79
L022105,Retail,BB,2795682.32,0.0,1.0,63.76
L014801,Utilities,BB,1823921.43,0.0,1.0,63.76
L024004,Financials,BB,1543859.75,0.0,1.0,63.75
L004393,Retail,BB,395383.9,0.0,1.0,63.75
L016081,Telecom,BB,3680284.5,0.0,1.0,63.74
L017176,Industrials,AA,3081392.06,1.0,1.0,63.72
L013944,Energy,BB,251024.7,0.0,1.0,63.72
L018908,Technology,BB,1200492.8,0.0,1.0,63.69
L026985,Real_Estate,A,899155.07,0.0,1.0,63.67
L030003,Consumer,BB,131910.9,0.0,1.0,63.66
L049332,Retail,CCC,230251.1,1.0,1.0,63.66
L005644,Energy,BB,228411.67,0.0,1.0,63.64
L002810,Telecom,BBB,885885.66,0.0,1.0,63.64
L003116,Consumer,B,520277.35,0.0,1.0,63.61
L006002,Energy,BB,2057302.8,0.0,1.0,63.59
L006646,Technology,AA,18313325.72,0.0,1.0,63.58
L044987,Consumer,BB,548430.58,0.0,1.0,63.57
L011271,Technology,BB,2539898.16,1.0,1.0,63.55
L049755,Financials,BB,3118262.4,0.0,1.0,63.51
L034567,Healthcare,BBB,896988.31,0.0,1.0,63.51
L030594,Real_Estate,B,1147792.42,0.0,1.0,63.5
L039949,Technology,BB,5311317.76,1.0,1.0,63.5
L013950,Healthcare,A,2572268.92,0.0,1.0,63.49
L045370,Technology,BBB,339855.72,0.0,1.0,63.47
L016587,Utilities,BB,4821563.6,1.0,1.0,63.45
L020468,Healthcare,B,298861.0,0.0,1.0,63.44
L033711,Consumer,BB,212126.76,0.0,1.0,63.44
L015091,Utilities,BB,759669.26,0.0,1.0,63.43
L004050,Industrials,BB,1632218.66,0.0,1.0,63.4
L015241,Healthcare,A,446309.36,0.0,1.0,63.4
L023208,Retail,BB,415903.16,0.0,1.0,63.38
L024211,Utilities,BB,1866019.01,0.0,1.0,63.38
L048006,Real_Estate,BBB,1671768.42,0.0,1.0,63.37
L014642,Financials,BB,18437362.14,0.0,1.0,63.35
L030617,Technology,BB,3219552.88,0.0,1.0,63.34
L036809,Energy,BB,3205452.85,0.0,1.0,63.33
L002239,Technology,CCC,1269660.53,1.0,1.0,63.32
L033070,Consumer,A,50000.0,1.0,1.0,63.32
L001562,Telecom,BB,2259318.31,0.0,1.0,63.31
L008741,Consumer,BB,186896.56,0.0,1.0,63.31
L039189,Real_Estate,CCC,1697060.98,0.0,1.0,63.3
L048547,Telecom,BB,821154.44,1.0,1.0,63.3
L049942,Technology,BB,839778.22,0.0,1.0,63.24
L048712,Energy,BB,5296742.15,0.0,1.0,63.21
L021421,Energy,BB,1118249.7,0.0,1.0,63.2
L042598,Real_Estate,BB,95800.34,0.0,1.0,63.19
L035625,Telecom,BB,327481.5,0.0,1.0,63.18
L011991,Technology,BB,237286.07,1.0,1.0,63.18
L012352,Energy,BB,3784659.21,0.0,1.0,63.18
L034210,Energy,BB,12527757.61,0.0,1.0,63.14
L025850,Consumer,BB,394965.86,0.0,1.0,63.07
L021865,Real_Estate,BB,3062749.96,0.0,1.0,63.06
L048532,Industrials,BB,1494531.64,0.0,1.0,63.05
L003691,Industrials,BB,2632530.01,0.0,1.0,63.02
L028134,Financials,BB,2338573.87,0.0,1.0,63.01
L041137,Energy,BBB,15207530.02,0.0,1.0,63.01
L041402,Real_Estate,BBB,1530404.79,0.0,1.0,63.01
L015111,Retail,BB,808151.09,0.0,1.0,62.99
L008906,Retail,BB,792154.32,0.0,1.0,62.97
L042269,Real_Estate,BB,10501136.89,0.0,1.0,62.95
L033021,Retail,BB,1980289.58,0.0,1.0,62.89
L046778,Utilities,B,2953886.57,1.0,1.0,62.88
L021014,Industrials,BB,140229.25,0.0,1.0,62.88
L013217,Technology,A,709955.09,0.0,1.0,62.87
L002135,Industrials,BB,1306098.37,1.0,1.0,62.87
L033440,Financials,BBB,2980672.42,0.0,1.0,62.85
L010565,Energy,CCC,1932629.82,0.0,1.0,62.82
L031680,Financials,CCC,24808985.29,1.0,1.0,62.79
L014641,Retail,BB,229884.31,1.0,1.0,62.76
L024175,Retail,B,594476.17,0.0,1.0,62.74
L019933,Consumer,BB,1648895.63,0.0,1.0,62.73
L038789,Financials,BB,1043281.05,0.0,1.0,62.7
L046164,Consumer,BB,362808.26,0.0,1.0,62.69
L013984,Financials,BBB,12366183.52,0.0,1.0,62.69
L043214,Healthcare,BB,183280.31,0.0,1.0,62.65
L043485,Technology,BB,1229966.42,0.0,1.0,62.65
L010958,Technology,BBB,562469.41,0.0,1.0,62.64
L047250,Healthcare,BB,2988023.15,1.0,1.0,62.61
L048573,Consumer,BB,442888.16,0.0,1.0,62.6
L030969,Energy,CCC,1464678.11,0.0,1.0,62.59
L037112,Consumer,BB,58561.49,1.0,1.0,62.58
L043981,Energy,BB,1213522.05,0.0,1.0,62.58
L002211,Telecom,AA,2352458.54,0.0,1.0,62.57
L028361,Energy,BB,65070.59,0.0,1.0,62.57
L025976,Technology,A,475021.82,0.0,1.0,62.56
L049688,Energy,B,4347320.68,1.0,1.0,62.56
L016226,Healthcare,CCC,703585.56,0.0,1.0,62.52
L011918,Energy,BB,1782686.26,1.0,1.0,62.51
L017424,Utilities,CCC,111527875.97,1.0,1.0,62.51
L042785,Retail,B,50000.0,0.0,1.0,62.51
L035682,Real_Estate,B,1491964.28,0.0,1.0,62.46
L016179,Industrials,BB,2341948.69,0.0,1.0,62.46
L047324,Telecom,BB,2395870.31,1.0,1.0,62.44
L038246,Healthcare,CCC,278153.3,0.0,1.0,62.44
L037599,Healthcare,B,270036.57,0.0,1.0,62.42
L047051,Retail,BB,839018.31,0.0,1.0,62.4
L014622,Consumer,BBB,76247.54,1.0,1.0,62.38
L048204,Retail,BBB,218377.49,1.0,1.0,62.38
L046620,Utilities,BB,3162920.26,0.0,1.0,62.34
L048885,Energy,BB,1313042.09,0.0,1.0,62.33
L027507,Telecom,BB,1692832.67,0.0,1.0,62.26
L016560,Retail,BB,1721666.02,0.0,1.0,62.26
L008448,Healthcare,BB,1418056.48,1.0,1.0,62.26
L042898,Industrials,BBB,2846471.03,0.0,1.0,62.23
L007539,Healthcare,BB,374223.87,0.0,1.0,62.23
L000093,Real_Estate,BBB,4999281.69,0.0,1.0,62.21
